steps	reward	average action Q
11488	0.000000	0.000000
11511	0.000000	0.000000
11533	0.000000	0.000000
11601	1.000000	0.000000
11623	0.000000	0.000000
11644	0.000000	0.000000
11714	1.000000	0.000000
11735	0.000000	0.000000
11757	0.000000	0.000000
11828	1.000000	0.000000
11849	0.000000	0.000000
11870	0.000000	0.000000
11892	0.000000	0.000000
11913	0.000000	0.000000
11934	0.000000	0.000000
11955	0.000000	0.000000
11976	0.000000	0.000000
11999	0.000000	0.000000
12020	0.000000	0.000000
12094	1.000000	0.000000
12165	1.000000	0.000000
12186	0.000000	0.000000
12207	0.000000	0.000000
12274	1.000000	0.000000
12323	1.000000	0.000000
12348	0.000000	0.000000
12369	0.000000	0.000000
12391	0.000000	0.000000
12412	0.000000	0.000000
12433	0.000000	0.000000
12454	0.000000	0.000000
12504	1.000000	0.000000
12525	0.000000	0.000000
12546	0.000000	0.000000
12568	0.000000	0.000000
12589	0.000000	0.000000
12639	1.000000	0.000000
12660	0.000000	0.000000
12727	1.000000	0.000000
12748	0.000000	0.000000
12769	0.000000	0.000000
12890	2.000000	0.000000
12912	0.000000	0.000000
12935	0.000000	0.000000
12957	0.000000	0.000000
13029	1.000000	0.000000
13078	1.000000	0.000000
13100	0.000000	0.000000
13122	0.000000	0.000000
13143	0.000000	0.000000
13165	0.000000	0.000000
13233	1.000000	0.000000
13254	0.000000	0.000000
13276	0.000000	0.000000
13298	0.000000	0.000000
13321	0.000000	0.000000
13425	2.000000	0.000000
13446	0.000000	0.000000
13467	0.000000	0.000000
13488	0.000000	0.000000
13511	0.000000	0.000000
13538	0.000000	0.000000
13562	0.000000	0.000000
13585	0.000000	0.000000
13606	0.000000	0.000000
13629	0.000000	0.000000
13651	0.000000	0.000000
13674	0.000000	0.000000
13696	0.000000	0.000000
13724	0.000000	0.000000
13745	0.000000	0.000000
13766	0.000000	0.000000
13787	0.000000	0.000000
13809	0.000000	0.000000
13831	0.000000	0.000000
13853	0.000000	0.000000
13903	1.000000	0.000000
13926	0.000000	0.000000
13947	0.000000	0.000000
13970	0.000000	0.000000
13992	0.000000	0.000000
14015	0.000000	0.000000
14036	0.000000	0.000000
14057	0.000000	0.000000
14080	0.000000	0.000000
14101	0.000000	0.000000
14122	0.000000	0.000000
14143	0.000000	0.000000
14164	0.000000	0.000000
14280	2.000000	0.000000
14301	0.000000	0.000000
14323	0.000000	0.000000
14346	0.000000	0.000000
14369	0.000000	0.000000
14396	0.000000	0.000000
14419	0.000000	0.000000
14441	0.000000	0.000000
14463	0.000000	0.000000
14484	0.000000	0.000000
14506	0.000000	0.000000
14531	0.000000	0.000000
14552	0.000000	0.000000
14573	0.000000	0.000000
14595	0.000000	0.000000
14617	0.000000	0.000000
14638	0.000000	0.000000
14659	0.000000	0.000000
14729	1.000000	0.000000
14753	0.000000	0.000000
14822	1.000000	0.000000
14843	0.000000	0.000000
14865	0.000000	0.000000
14886	0.000000	0.000000
14910	0.000000	0.000000
14931	0.000000	0.000000
14954	0.000000	0.000000
15005	1.000000	0.000000
15029	0.000000	0.000000
15053	0.000000	0.000000
15074	0.000000	0.000000
15095	0.000000	0.000000
15116	0.000000	0.000000
15137	0.000000	0.000000
15158	0.000000	0.000000
15179	0.000000	0.000000
15200	0.000000	0.000000
15221	0.000000	0.000000
15242	0.000000	0.000000
15263	0.000000	0.000000
15285	0.000000	0.000000
15309	0.000000	0.000000
15330	0.000000	0.000000
15351	0.000000	0.000000
15372	0.000000	0.000000
15394	0.000000	0.000000
15415	0.000000	0.000000
15436	0.000000	0.000000
15459	0.000000	0.000000
15480	0.000000	0.000000
15502	0.000000	0.000000
15526	0.000000	0.000000
15576	1.000000	0.000000
15625	1.000000	0.000000
15646	0.000000	0.000000
15670	0.000000	0.000000
15694	0.000000	0.000000
15716	0.000000	0.000000
15739	0.000000	0.000000
15810	1.000000	0.000000
15831	0.000000	0.000000
15852	0.000000	0.000000
15874	0.000000	0.000000
15898	0.000000	0.000000
15920	0.000000	0.000000
15941	0.000000	0.000000
16024	2.000000	0.000000
16074	1.000000	0.000000
16096	0.000000	0.000000
16211	2.000000	0.000000
16232	0.000000	0.000000
16254	0.000000	0.000000
16275	0.000000	0.000000
16303	0.000000	0.000000
16326	0.000000	0.000000
16347	0.000000	0.000000
16368	0.000000	0.000000
16391	0.000000	0.000000
16412	0.000000	0.000000
16433	0.000000	0.000000
16505	1.000000	0.000000
16526	0.000000	0.000000
16549	0.000000	0.000000
16571	0.000000	0.000000
16593	0.000000	0.000000
16614	0.000000	0.000000
16665	1.000000	0.000000
16686	0.000000	0.000000
16707	0.000000	0.000000
16728	0.000000	0.000000
16749	0.000000	0.000000
16770	0.000000	0.000000
16792	0.000000	0.000000
16814	0.000000	0.000000
16838	0.000000	0.000000
16859	0.000000	0.000000
16882	0.000000	0.000000
16903	0.000000	0.000000
16924	0.000000	0.000000
16945	0.000000	0.000000
16966	0.000000	0.000000
16988	0.000000	0.000000
17037	1.000000	0.000000
17104	1.000000	0.000000
17156	1.000000	0.000000
17177	0.000000	0.000000
17247	1.000000	0.000000
17268	0.000000	0.000000
17290	0.000000	0.000000
17311	0.000000	0.000000
17336	0.000000	0.000000
17357	0.000000	0.000000
17381	0.000000	0.000000
17402	0.000000	0.000000
17424	0.000000	0.000000
17446	0.000000	0.000000
17467	0.000000	0.000000
17488	0.000000	0.000000
17538	1.000000	0.000000
17559	0.000000	0.000000
17582	0.000000	0.000000
17603	0.000000	0.000000
17625	0.000000	0.000000
17647	0.000000	0.000000
17669	0.000000	0.000000
17720	1.000000	0.000000
17769	1.000000	0.000000
17791	0.000000	0.000000
17814	0.000000	0.000000
17836	0.000000	0.000000
17857	0.000000	0.000000
17879	0.000000	0.000000
17901	0.000000	0.000000
17922	0.000000	0.000000
17946	0.000000	0.000000
17967	0.000000	0.000000
17989	0.000000	0.000000
18010	0.000000	0.000000
18033	0.000000	0.000000
18058	0.000000	0.000000
18079	0.000000	0.000000
18104	0.000000	0.000000
18126	0.000000	0.000000
18147	0.000000	0.000000
18198	1.000000	0.000000
18219	0.000000	0.000000
18240	0.000000	0.000000
18264	0.000000	0.000000
18285	0.000000	0.000000
18306	0.000000	0.000000
18327	0.000000	0.000000
18348	0.000000	0.000000
18374	0.000000	0.000000
18395	0.000000	0.000000
18416	0.000000	0.000000
18438	0.000000	0.000000
18459	0.000000	0.000000
18481	0.000000	0.000000
18502	0.000000	0.000000
18525	0.000000	0.000000
18546	0.000000	0.000000
18616	1.000000	0.000000
18665	1.000000	0.000000
18689	0.000000	0.000000
18714	0.000000	0.000000
18736	0.000000	0.000000
18758	0.000000	0.000000
18780	0.000000	0.000000
18881	2.000000	0.000000
18902	0.000000	0.000000
18923	0.000000	0.000000
18944	0.000000	0.000000
18970	0.000000	0.000000
18994	0.000000	0.000000
19015	0.000000	0.000000
19036	0.000000	0.000000
19058	0.000000	0.000000
19079	0.000000	0.000000
19101	0.000000	0.000000
19122	0.000000	0.000000
19190	1.000000	0.000000
19218	0.000000	0.000000
19239	0.000000	0.000000
19260	0.000000	0.000000
19281	0.000000	0.000000
19304	0.000000	0.000000
19326	0.000000	0.000000
19347	0.000000	0.000000
19369	0.000000	0.000000
19395	0.000000	0.000000
19417	0.000000	0.000000
19438	0.000000	0.000000
19459	0.000000	0.000000
19483	0.000000	0.000000
19504	0.000000	0.000000
19526	0.000000	0.000000
19597	1.000000	0.000000
19647	1.000000	0.000000
19668	0.000000	0.000000
19741	1.000000	0.000000
19762	0.000000	0.000000
19813	1.000000	0.000000
19863	1.000000	0.000000
19912	1.000000	0.000000
19934	0.000000	0.000000
19955	0.000000	0.000000
19978	0.000000	0.000000
20000	0.000000	0.000000
20023	0.000000	0.000000
20045	0.000000	0.000000
20066	0.000000	0.000000
20092	0.000000	0.000000
20113	0.000000	0.000000
20136	0.000000	0.000000
20185	1.000000	0.000000
20206	0.000000	0.000000
20227	0.000000	0.000000
20250	0.000000	0.000000
20319	1.000000	0.000000
20368	1.000000	0.000000
20389	0.000000	0.000000
20412	0.000000	0.000000
20433	0.000000	0.000000
20455	0.000000	0.000000
20522	1.000000	0.000000
20543	0.000000	0.000000
20564	0.000000	0.000000
20592	0.000000	0.000000
20614	0.000000	0.000000
20638	0.000000	0.000000
20663	0.000000	0.000000
20713	1.000000	0.000000
20734	0.000000	0.000000
20759	0.000000	0.000000
20780	0.000000	0.000000
20801	0.000000	0.000000
20822	0.000000	0.000000
20843	0.000000	0.000000
20865	0.000000	0.000000
20914	1.000000	0.000000
20937	0.000000	0.000000
20960	0.000000	0.000000
20981	0.000000	0.000000
21005	0.000000	0.000000
21026	0.000000	0.000000
21048	0.000000	0.000000
21070	0.000000	0.000000
21093	0.000000	0.000000
21114	0.000000	0.000000
21138	0.000000	0.000000
21163	0.000000	0.000000
21185	0.000000	0.000000
21210	0.000000	0.000000
21231	0.000000	0.000000
21255	0.000000	0.000000
21327	1.000000	0.000000
21348	0.000000	0.000000
21370	0.000000	0.000000
21391	0.000000	0.000000
21412	0.000000	0.000000
21461	1.000000	0.000000
21482	0.000000	0.000000
21504	0.000000	0.000000
21525	0.000000	0.000000
21546	0.000000	0.000000
21570	0.000000	0.000000
21591	0.000000	0.000000
21613	0.000000	0.000000
21663	1.000000	0.000000
21684	0.000000	0.000000
21705	0.000000	0.000000
21727	0.000000	0.000000
21748	0.000000	0.000000
21774	0.000000	0.000000
21795	0.000000	0.000000
21816	0.000000	0.000000
21868	1.000000	0.000000
21891	0.000000	0.000000
21913	0.000000	0.000000
21934	0.000000	0.000000
22004	1.000000	0.000000
22025	0.000000	0.000000
22048	0.000000	0.000000
22069	0.000000	0.000000
22090	0.000000	0.000000
22111	0.000000	0.000000
22132	0.000000	0.000000
22153	0.000000	0.000000
22176	0.000000	0.000000
22197	0.000000	0.000000
22225	0.000000	0.000000
22247	0.000000	0.000000
22268	0.000000	0.000000
22289	0.000000	0.000000
22310	0.000000	0.000000
22331	0.000000	0.000000
22352	0.000000	0.000000
22375	0.000000	0.000000
22396	0.000000	0.000000
22422	0.000000	0.000000
22475	1.000000	0.000000
22498	0.000000	0.000000
22519	0.000000	0.000000
22542	0.000000	0.000000
22564	0.000000	0.000000
22587	0.000000	0.000000
22608	0.000000	0.000000
22629	0.000000	0.000000
22650	0.000000	0.000000
22671	0.000000	0.000000
22692	0.000000	0.000000
22741	1.000000	0.000000
22762	0.000000	0.000000
22783	0.000000	0.000000
22832	1.000000	0.000000
22855	0.000000	0.000000
22877	0.000000	0.000000
22926	1.000000	0.000000
22947	0.000000	0.000000
22968	0.000000	0.000000
22993	0.000000	0.000000
23014	0.000000	0.000000
23035	0.000000	0.000000
23057	0.000000	0.000000
23173	2.000000	0.000000
23194	0.000000	0.000000
23215	0.000000	0.000000
23236	0.000000	0.000000
23258	0.000000	0.000000
23307	1.000000	0.000000
23328	0.000000	0.000000
23350	0.000000	0.000000
23374	0.000000	0.000000
23423	1.000000	0.000000
23444	0.000000	0.000000
23469	0.000000	0.000000
23490	0.000000	0.000000
23512	0.000000	0.000000
23534	0.000000	0.000000
23555	0.000000	0.000000
23578	0.000000	0.000000
23600	0.000000	0.000000
23649	1.000000	0.000000
23671	0.000000	0.000000
23692	0.000000	0.000000
23717	0.000000	0.000000
23741	0.000000	0.000000
23762	0.000000	0.000000
23783	0.000000	0.000000
23832	1.000000	0.000000
23854	0.000000	0.000000
23875	0.000000	0.000000
23897	0.000000	0.000000
23978	2.000000	0.000000
24004	0.000000	0.000000
24025	0.000000	0.000000
24047	0.000000	0.000000
24070	0.000000	0.000000
24092	0.000000	0.000000
24116	0.000000	0.000000
24137	0.000000	0.000000
24160	0.000000	0.000000
24182	0.000000	0.000000
24205	0.000000	0.000000
24227	0.000000	0.000000
24248	0.000000	0.000000
24315	1.000000	0.000000
24337	0.000000	0.000000
24358	0.000000	0.000000
24379	0.000000	0.000000
24400	0.000000	0.000000
24423	0.000000	0.000000
24444	0.000000	0.000000
24466	0.000000	0.000000
24519	1.000000	0.000000
24541	0.000000	0.000000
24563	0.000000	0.000000
24584	0.000000	0.000000
24605	0.000000	0.000000
24627	0.000000	0.000000
24648	0.000000	0.000000
24671	0.000000	0.000000
24692	0.000000	0.000000
24714	0.000000	0.000000
24737	0.000000	0.000000
24759	0.000000	0.000000
24781	0.000000	0.000000
24802	0.000000	0.000000
24823	0.000000	0.000000
24874	1.000000	0.000000
24896	0.000000	0.000000
24966	1.000000	0.000000
24991	0.000000	0.000000
25014	0.000000	0.000000
25063	1.000000	0.000000
25087	0.000000	0.000000
25113	0.000000	0.000000
25138	0.000000	0.000000
25160	0.000000	0.000000
25209	1.000000	0.000000
25276	1.000000	0.000000
25297	0.000000	0.000000
25318	0.000000	0.000000
25340	0.000000	0.000000
25361	0.000000	0.000000
25382	0.000000	0.000000
25407	0.000000	0.000000
25428	0.000000	0.000000
25449	0.000000	0.000000
25470	0.000000	0.000000
25491	0.000000	0.000000
25512	0.000000	0.000000
25533	0.000000	0.000000
25556	0.000000	0.000000
25579	0.000000	0.000000
25600	0.000000	0.000000
25667	1.000000	0.000000
25690	0.000000	0.000000
25711	0.000000	0.000000
25739	0.000000	0.000000
25760	0.000000	0.000000
25781	0.000000	0.000000
25848	1.000000	0.000000
25869	0.000000	0.000000
25890	0.000000	0.000000
25911	0.000000	0.000000
25933	0.000000	0.000000
25954	0.000000	0.000000
25975	0.000000	0.000000
26025	1.000000	0.000000
26046	0.000000	0.000000
26115	1.000000	0.000000
26182	1.000000	0.000000
26203	0.000000	0.000000
26224	0.000000	0.000000
26245	0.000000	0.000000
26266	0.000000	0.000000
26383	2.000000	0.000000
26404	0.000000	0.000000
26425	0.000000	0.000000
26446	0.000000	0.000000
26497	1.000000	0.000000
26519	0.000000	0.000000
26540	0.000000	0.000000
26562	0.000000	0.000000
26585	0.000000	0.000000
26607	0.000000	0.000000
26629	0.000000	0.000000
26651	0.000000	0.000000
26673	0.000000	0.000000
26697	0.000000	0.000000
26718	0.000000	0.000000
26767	1.000000	0.000000
26789	0.000000	0.000000
26812	0.000000	0.000000
26837	0.000000	0.000000
26860	0.000000	0.000000
26888	0.000000	0.000000
26909	0.000000	0.000000
26930	0.000000	0.000000
26951	0.000000	0.000000
26973	0.000000	0.000000
26995	0.000000	0.000000
27017	0.000000	0.000000
27040	0.000000	0.000000
27061	0.000000	0.000000
27087	0.000000	0.000000
27109	0.000000	0.000000
27177	1.000000	0.000000
27198	0.000000	0.000000
27247	1.000000	0.000000
27268	0.000000	0.000000
27289	0.000000	0.000000
27314	0.000000	0.000000
27337	0.000000	0.000000
27359	0.000000	0.000000
27382	0.000000	0.000000
27403	0.000000	0.000000
27424	0.000000	0.000000
27445	0.000000	0.000000
27466	0.000000	0.000000
27487	0.000000	0.000000
27508	0.000000	0.000000
27529	0.000000	0.000000
27550	0.000000	0.000000
27614	1.000000	0.000000
27635	0.000000	0.000000
27717	2.000000	0.000000
27739	0.000000	0.000000
27760	0.000000	0.000000
27781	0.000000	0.000000
27803	0.000000	0.000000
27824	0.000000	0.000000
27846	0.000000	0.000000
27916	1.000000	0.000000
28021	2.000000	0.000000
28042	0.000000	0.000000
28113	1.000000	0.000000
28135	0.000000	0.000000
28156	0.000000	0.000000
28177	0.000000	0.000000
28198	0.000000	0.000000
28219	0.000000	0.000000
28240	0.000000	0.000000
28261	0.000000	0.000000
28282	0.000000	0.000000
28303	0.000000	0.000000
28325	0.000000	0.000000
28350	0.000000	0.000000
28372	0.000000	0.000000
28393	0.000000	0.000000
28414	0.000000	0.000000
28435	0.000000	0.000000
28457	0.000000	0.000000
28479	0.000000	0.000000
28501	0.000000	0.000000
28524	0.000000	0.000000
28546	0.000000	0.000000
28568	0.000000	0.000000
28592	0.000000	0.000000
28614	0.000000	0.000000
28635	0.000000	0.000000
28684	1.000000	0.000000
28705	0.000000	0.000000
28727	0.000000	0.000000
28777	1.000000	0.000000
28798	0.000000	0.000000
28820	0.000000	0.000000
28871	1.000000	0.000000
28892	0.000000	0.000000
29044	3.000000	0.000000
29065	0.000000	0.000000
29086	0.000000	0.000000
29109	0.000000	0.000000
29158	1.000000	0.000000
29179	0.000000	0.000000
29202	0.000000	0.000000
29223	0.000000	0.000000
29244	0.000000	0.000000
29265	0.000000	0.000000
29289	0.000000	0.000000
29391	2.000000	0.000000
29412	0.000000	0.000000
29481	1.000000	0.000000
29531	1.000000	0.000000
29554	0.000000	0.000000
29575	0.000000	0.000000
29597	0.000000	0.000000
29619	0.000000	0.000000
29641	0.000000	0.000000
29662	0.000000	0.000000
29683	0.000000	0.000000
29706	0.000000	0.000000
29821	2.000000	0.000000
29842	0.000000	0.000000
29865	0.000000	0.000000
29886	0.000000	0.000000
29910	0.000000	0.000000
29932	0.000000	0.000000
29954	0.000000	0.000000
29976	0.000000	0.000000
30001	0.000000	0.000000
30024	0.000000	0.000000
30045	0.000000	0.000000
30066	0.000000	0.000000
30087	0.000000	0.000000
30108	0.000000	0.000000
30132	0.000000	0.000000
30155	0.000000	0.000000
30176	0.000000	0.000000
30198	0.000000	0.000000
30221	0.000000	0.000000
30242	0.000000	0.000000
30340	2.000000	0.000000
30389	1.000000	0.000000
30411	0.000000	0.000000
30432	0.000000	0.000000
30453	0.000000	0.000000
30476	0.000000	0.000000
30547	1.000000	0.000000
30568	0.000000	0.000000
30591	0.000000	0.000000
30612	0.000000	0.000000
30633	0.000000	0.000000
30654	0.000000	0.000000
