steps	reward	average action Q
106511	0.000000	0.000000
106532	0.000000	0.000000
106553	0.000000	0.192714
106576	0.000000	0.000000
106597	0.000000	0.000000
106619	0.000000	0.000000
106640	0.000000	0.000000
106662	0.000000	0.000000
106683	0.000000	0.303694
106704	0.000000	0.000000
106725	0.000000	0.000000
106748	0.000000	0.335677
106769	0.000000	0.051855
106838	1.000000	0.632297
106860	0.000000	0.000000
106882	0.000000	0.000000
106904	0.000000	0.000000
106925	0.000000	0.000000
106947	0.000000	0.000000
106973	0.000000	0.000000
106997	0.000000	-1.961580
107018	0.000000	0.000000
107039	0.000000	1.343767
107060	0.000000	0.316940
107081	0.000000	0.967527
107103	0.000000	0.164182
107124	0.000000	0.884594
107150	0.000000	0.000000
107171	0.000000	0.000000
107197	0.000000	0.118489
107218	0.000000	0.834240
107244	0.000000	0.176636
107268	0.000000	0.000000
107292	0.000000	-2.311915
107313	0.000000	0.000000
107336	0.000000	0.000000
107361	0.000000	0.252226
107388	0.000000	0.000000
107459	1.000000	0.163086
107481	0.000000	0.203353
107502	0.000000	0.000000
107524	0.000000	0.940980
107547	0.000000	2.564912
107568	0.000000	1.266950
107590	0.000000	0.000000
107612	0.000000	0.000000
107633	0.000000	0.000000
107654	0.000000	0.296908
107677	0.000000	0.311818
107729	1.000000	0.675630
107751	0.000000	-2.391971
107773	0.000000	0.625719
107795	0.000000	0.000000
107821	0.000000	0.987957
107844	0.000000	0.544981
107865	0.000000	0.000000
107887	0.000000	0.000000
107908	0.000000	0.190689
107929	0.000000	0.211914
107953	0.000000	0.000000
107974	0.000000	0.000000
107997	0.000000	-0.018540
108018	0.000000	0.357913
108046	0.000000	-0.192148
108069	0.000000	0.690102
108093	0.000000	0.000000
108114	0.000000	0.000000
108164	1.000000	1.321564
108186	0.000000	0.000000
108208	0.000000	0.209869
108230	0.000000	0.000000
108251	0.000000	0.000000
108273	0.000000	-1.157148
108294	0.000000	0.219571
108317	0.000000	-1.128933
108338	0.000000	0.000000
108359	0.000000	1.037141
108426	1.000000	0.047825
108452	0.000000	0.000000
108474	0.000000	0.000000
108495	0.000000	0.000000
108545	1.000000	0.465609
108572	0.000000	0.160978
108593	0.000000	0.517494
108617	0.000000	0.000000
108638	0.000000	0.000000
108659	0.000000	0.000000
108739	2.000000	1.786699
108823	2.000000	0.440645
108846	0.000000	0.000000
108868	0.000000	0.000000
108889	0.000000	0.000000
108916	0.000000	-0.158156
108940	0.000000	-0.184121
108962	0.000000	0.000000
108983	0.000000	0.239736
109004	0.000000	0.000000
109026	0.000000	1.771467
109048	0.000000	1.509409
109069	0.000000	0.371500
109090	0.000000	-0.004669
109112	0.000000	0.000000
109133	0.000000	1.444387
109155	0.000000	0.174142
109178	0.000000	0.455773
109246	1.000000	0.474892
109267	0.000000	1.686885
109288	0.000000	1.231272
109310	0.000000	0.000000
109332	0.000000	0.000000
109353	0.000000	0.216118
109374	0.000000	0.093870
109395	0.000000	0.000000
109419	0.000000	3.561406
109445	0.000000	0.000000
109515	1.000000	-0.829214
109536	0.000000	0.223591
109557	0.000000	0.193790
109578	0.000000	0.445221
109604	0.000000	0.004964
109628	0.000000	0.000000
109650	0.000000	0.700672
109700	1.000000	2.026465
109722	0.000000	-0.031487
109744	0.000000	0.000000
109765	0.000000	0.000000
109786	0.000000	0.464795
109808	0.000000	0.402922
109829	0.000000	0.000000
109851	0.000000	-2.754112
109873	0.000000	0.464161
109894	0.000000	0.474038
109915	0.000000	0.000000
109936	0.000000	-2.243532
109957	0.000000	-1.096901
109980	0.000000	0.000000
110001	0.000000	0.222840
110022	0.000000	0.573527
110045	0.000000	0.000000
110163	2.000000	0.336911
110184	0.000000	0.000000
110205	0.000000	0.000000
110226	0.000000	1.398191
110279	1.000000	1.221296
110300	0.000000	0.351658
110322	0.000000	0.000000
110345	0.000000	0.488845
110366	0.000000	0.454067
110387	0.000000	0.574113
110408	0.000000	0.000000
110429	0.000000	0.535979
110478	1.000000	1.654734
110499	0.000000	0.629625
110520	0.000000	0.000000
110541	0.000000	0.173734
110563	0.000000	0.000000
110586	0.000000	-0.153554
110611	0.000000	0.479784
110632	0.000000	0.314496
110654	0.000000	0.000000
110676	0.000000	0.000000
110697	0.000000	0.000000
110718	0.000000	0.770907
110739	0.000000	0.000000
110761	0.000000	0.559970
110782	0.000000	1.305194
110804	0.000000	0.000000
110856	1.000000	0.876201
110878	0.000000	0.332610
110903	0.000000	1.279393
110925	0.000000	0.346610
110947	0.000000	0.320757
110969	0.000000	-2.058885
110990	0.000000	0.406959
111011	0.000000	0.154213
111033	0.000000	0.079679
111057	0.000000	0.000000
111078	0.000000	0.000000
111099	0.000000	0.993974
111125	0.000000	0.527372
111146	0.000000	0.232593
111172	0.000000	0.000000
111205	0.000000	0.856256
111229	0.000000	0.279875
111251	0.000000	0.738858
111396	3.000000	0.466557
111417	0.000000	0.672296
111439	0.000000	0.691911
111509	1.000000	-0.254420
111576	1.000000	0.045959
111598	0.000000	-0.268495
111622	0.000000	0.899494
111643	0.000000	0.444305
111665	0.000000	0.906825
111687	0.000000	0.522262
111708	0.000000	0.000000
111757	1.000000	1.041080
111779	0.000000	0.918634
111848	1.000000	-0.295013
111869	0.000000	0.000000
111892	0.000000	-0.159008
111914	0.000000	0.479578
111935	0.000000	0.000000
111957	0.000000	0.000000
111981	0.000000	0.000000
112002	0.000000	0.488977
112025	0.000000	0.000000
112047	0.000000	0.000000
112068	0.000000	0.000000
112089	0.000000	0.000000
112112	0.000000	0.412497
112134	0.000000	1.113558
112157	0.000000	1.237079
112178	0.000000	-0.558553
112200	0.000000	0.019773
112221	0.000000	1.162470
112242	0.000000	0.000000
112291	1.000000	2.118271
112314	0.000000	-0.216518
112335	0.000000	0.000000
112357	0.000000	0.389257
112378	0.000000	0.661240
112399	0.000000	0.000000
112420	0.000000	1.683371
112441	0.000000	0.974999
112463	0.000000	0.000000
112488	0.000000	-0.340044
112510	0.000000	0.000000
112531	0.000000	1.320916
112552	0.000000	0.652554
112601	1.000000	1.958700
112623	0.000000	0.576613
112646	0.000000	2.005256
112667	0.000000	1.227867
112689	0.000000	0.578227
112710	0.000000	0.610606
112731	0.000000	0.473111
112753	0.000000	0.000000
112774	0.000000	0.523040
112795	0.000000	0.000000
112816	0.000000	0.000000
112840	0.000000	-1.387990
112862	0.000000	0.917958
112884	0.000000	0.572851
112905	0.000000	0.385763
112954	1.000000	1.675206
112976	0.000000	0.166431
112999	0.000000	0.000000
113020	0.000000	0.000000
113090	1.000000	0.792197
113112	0.000000	1.125641
113138	0.000000	0.356831
113159	0.000000	-1.511371
113180	0.000000	0.338028
113201	0.000000	0.000000
113223	0.000000	0.000000
113248	0.000000	0.674806
113269	0.000000	0.255236
113291	0.000000	0.000000
113315	0.000000	0.893890
113366	1.000000	0.966507
113464	2.000000	0.436092
113485	0.000000	0.000000
113513	0.000000	-1.042121
113536	0.000000	0.200879
113557	0.000000	0.000000
113578	0.000000	-1.417718
113600	0.000000	0.000000
113622	0.000000	0.000000
113690	1.000000	0.212244
113711	0.000000	0.000000
113734	0.000000	0.998840
113755	0.000000	0.456375
113776	0.000000	0.000000
113876	2.000000	1.580980
113897	0.000000	0.548209
113918	0.000000	1.178816
113939	0.000000	0.726049
113960	0.000000	0.359203
113982	0.000000	0.844124
114004	0.000000	0.000000
114026	0.000000	0.000000
114047	0.000000	0.000000
114069	0.000000	0.000000
114118	1.000000	0.377870
114139	0.000000	0.978350
114160	0.000000	0.000000
114183	0.000000	1.246608
114204	0.000000	0.000000
114225	0.000000	0.000000
114275	1.000000	-0.298803
114375	2.000000	0.926757
114424	1.000000	1.125524
114447	0.000000	0.000000
114470	0.000000	0.441352
114492	0.000000	1.578081
114513	0.000000	0.420458
114535	0.000000	0.000000
114557	0.000000	-1.341577
114637	2.000000	0.624033
114659	0.000000	1.765716
114680	0.000000	0.348994
114701	0.000000	0.407549
114722	0.000000	0.000000
114745	0.000000	0.000000
114767	0.000000	0.860893
114788	0.000000	-0.249107
114811	0.000000	0.732924
114832	0.000000	0.000000
114854	0.000000	-0.494412
114875	0.000000	1.604389
114896	0.000000	0.999973
114945	1.000000	2.237758
114966	0.000000	0.223053
114989	0.000000	0.000000
115090	2.000000	-0.260766
115111	0.000000	0.000000
115132	0.000000	0.000000
115181	1.000000	1.021393
115231	1.000000	1.318413
115252	0.000000	0.000000
115302	1.000000	1.729411
115323	0.000000	0.000000
115344	0.000000	0.000000
115366	0.000000	0.186072
115391	0.000000	0.000000
115412	0.000000	0.425939
115433	0.000000	0.869759
115455	0.000000	0.090948
115477	0.000000	0.696963
115499	0.000000	0.766248
115520	0.000000	0.000000
115541	0.000000	-0.133394
115562	0.000000	0.000000
115611	1.000000	1.699946
115632	0.000000	0.000000
115654	0.000000	-0.224586
115677	0.000000	0.574414
115726	1.000000	0.798619
115749	0.000000	0.451193
115770	0.000000	0.000000
115791	0.000000	1.101368
115812	0.000000	-0.044242
115836	0.000000	0.000000
115857	0.000000	0.160609
115906	1.000000	1.215358
115929	0.000000	0.000000
115951	0.000000	-1.198365
115975	0.000000	0.000000
115996	0.000000	1.306021
116017	0.000000	0.489661
116044	0.000000	0.457432
116066	0.000000	0.603980
116091	0.000000	0.775136
116113	0.000000	1.779903
116134	0.000000	0.275160
116155	0.000000	0.000000
116176	0.000000	0.000000
116197	0.000000	0.302635
116219	0.000000	0.000000
116240	0.000000	0.000000
116292	1.000000	1.265501
116313	0.000000	0.000000
116336	0.000000	0.000000
116359	0.000000	0.000000
116381	0.000000	0.000000
116402	0.000000	0.000000
116424	0.000000	-0.128878
116445	0.000000	0.000000
116466	0.000000	0.082614
116488	0.000000	1.041973
116514	0.000000	-0.606174
116535	0.000000	0.506249
116558	0.000000	0.000000
116608	1.000000	-0.126154
116631	0.000000	0.006036
116680	1.000000	-0.330301
116730	1.000000	0.219547
116752	0.000000	0.872380
116773	0.000000	0.000000
116796	0.000000	0.402483
116845	1.000000	0.293129
116866	0.000000	0.641306
116888	0.000000	0.000000
116911	0.000000	0.815397
116935	0.000000	1.020039
116962	0.000000	0.000000
116984	0.000000	0.348409
117010	0.000000	0.205453
117032	0.000000	0.000000
117053	0.000000	0.289171
117075	0.000000	-2.062737
117100	0.000000	-0.210994
117122	0.000000	0.000000
117145	0.000000	0.000000
117167	0.000000	0.000000
117189	0.000000	0.628993
117290	2.000000	1.459118
117311	0.000000	0.843524
117334	0.000000	0.000000
117355	0.000000	0.000000
117376	0.000000	0.000000
117398	0.000000	1.077308
117419	0.000000	0.605554
117546	3.000000	0.954707
117567	0.000000	-0.124297
117588	0.000000	0.662347
117609	0.000000	0.733626
117632	0.000000	0.000000
117655	0.000000	0.000000
117677	0.000000	0.957088
117698	0.000000	-0.455114
117747	1.000000	0.000000
117768	0.000000	0.476241
117792	0.000000	0.434964
117813	0.000000	0.936191
117834	0.000000	0.746233
117855	0.000000	0.172582
117922	1.000000	0.000000
117945	0.000000	0.358371
118015	1.000000	0.603594
118037	0.000000	0.000000
118089	1.000000	1.249707
118111	0.000000	1.673090
118160	1.000000	0.000000
118184	0.000000	0.000000
118233	1.000000	1.531596
118305	1.000000	-0.028645
118327	0.000000	0.628441
118376	1.000000	1.108457
118397	0.000000	0.462047
118418	0.000000	0.000000
118439	0.000000	0.296533
118462	0.000000	1.083168
118485	0.000000	0.462388
118506	0.000000	0.000000
118527	0.000000	0.717557
118548	0.000000	0.000000
118598	1.000000	1.188478
118625	0.000000	0.838916
118647	0.000000	0.214208
118670	0.000000	1.302330
118691	0.000000	0.000000
118713	0.000000	0.000000
118742	0.000000	0.622993
118763	0.000000	0.000000
118785	0.000000	0.803068
118807	0.000000	0.803068
118829	0.000000	0.000000
118850	0.000000	0.000000
118871	0.000000	0.787555
118892	0.000000	0.188444
118913	0.000000	0.361735
118936	0.000000	0.388142
118959	0.000000	-0.031137
118980	0.000000	1.099573
119001	0.000000	0.000000
119023	0.000000	0.709226
119045	0.000000	0.684536
119068	0.000000	0.000000
119089	0.000000	0.000000
119111	0.000000	0.304225
119135	0.000000	0.000000
119184	1.000000	0.882693
119207	0.000000	0.000000
119228	0.000000	1.075847
119252	0.000000	-0.237557
119334	2.000000	1.126248
119355	0.000000	0.457856
119408	1.000000	0.796123
119529	2.000000	0.374374
119598	1.000000	0.456922
119619	0.000000	0.427227
119640	0.000000	0.000000
119661	0.000000	1.883743
119710	1.000000	0.025155
119731	0.000000	0.000000
119754	0.000000	0.889612
119834	2.000000	1.681197
119858	0.000000	0.660447
119882	0.000000	1.215927
119903	0.000000	0.841502
119925	0.000000	0.675482
119948	0.000000	0.489952
120018	1.000000	0.260856
120043	0.000000	-1.140571
120064	0.000000	0.617128
120113	1.000000	0.503918
120134	0.000000	0.226270
120159	0.000000	0.000000
120181	0.000000	0.000000
120230	1.000000	0.650188
120255	0.000000	1.304256
120278	0.000000	-0.427036
120300	0.000000	0.000000
120321	0.000000	0.319055
120370	1.000000	1.528365
120393	0.000000	0.000000
120444	1.000000	0.587112
120470	0.000000	0.000000
120491	0.000000	0.628304
120513	0.000000	0.000000
120534	0.000000	0.113334
120556	0.000000	0.353845
120577	0.000000	0.575288
120599	0.000000	0.613304
120621	0.000000	0.600617
120642	0.000000	0.000000
120668	0.000000	0.530356
120689	0.000000	0.172117
120713	0.000000	-0.668723
120734	0.000000	0.789418
120759	0.000000	-0.241669
120785	0.000000	0.305486
120806	0.000000	0.331589
120827	0.000000	0.348028
120848	0.000000	0.669216
120902	1.000000	1.179314
120924	0.000000	0.000000
120952	0.000000	0.221488
120977	0.000000	0.000000
121002	0.000000	0.000000
121023	0.000000	0.046040
121046	0.000000	0.000000
121067	0.000000	0.035558
121088	0.000000	0.074855
121109	0.000000	0.455744
121130	0.000000	0.000000
121151	0.000000	0.000000
121174	0.000000	0.287987
121196	0.000000	0.986787
121218	0.000000	0.000000
121267	1.000000	0.938122
121288	0.000000	0.561337
121311	0.000000	0.457896
121333	0.000000	0.177116
121354	0.000000	0.000000
121375	0.000000	0.350921
121397	0.000000	0.097432
121420	0.000000	0.536371
121442	0.000000	1.037591
121463	0.000000	0.401940
121484	0.000000	0.561905
121505	0.000000	0.000000
121527	0.000000	0.000000
121548	0.000000	0.959958
121571	0.000000	0.961196
121624	1.000000	0.999089
121645	0.000000	1.969893
121666	0.000000	1.188437
121687	0.000000	0.000000
121710	0.000000	0.838422
121731	0.000000	0.000000
121752	0.000000	0.340611
121875	2.000000	0.491082
121898	0.000000	0.275409
121920	0.000000	0.000000
121941	0.000000	0.305146
121963	0.000000	0.000000
121984	0.000000	0.120118
122006	0.000000	1.016956
122028	0.000000	0.000000
122049	0.000000	0.000000
122072	0.000000	0.000000
122121	1.000000	1.356889
122142	0.000000	0.000000
122216	1.000000	0.684558
122265	1.000000	1.053760
122286	0.000000	1.631220
122307	0.000000	0.418644
122328	0.000000	0.461516
122349	0.000000	0.000000
122373	0.000000	0.018429
122394	0.000000	0.269830
122417	0.000000	0.283327
122439	0.000000	0.949914
122460	0.000000	0.568422
122481	0.000000	0.000000
122502	0.000000	0.209877
122524	0.000000	0.223673
122545	0.000000	0.272764
122566	0.000000	1.057543
122587	0.000000	0.174390
122654	1.000000	0.331201
122676	0.000000	1.452317
122699	0.000000	0.238077
122723	0.000000	0.593632
122744	0.000000	0.456181
122765	0.000000	0.000000
122788	0.000000	2.137359
122809	0.000000	0.798010
122830	0.000000	0.742336
122853	0.000000	0.000000
122874	0.000000	-1.304753
122896	0.000000	0.900676
122917	0.000000	0.457160
122939	0.000000	0.136736
122961	0.000000	0.300155
122982	0.000000	0.000000
123007	0.000000	0.869056
123029	0.000000	0.200647
123052	0.000000	-0.101201
123074	0.000000	0.873205
123095	0.000000	0.000000
123116	0.000000	-0.110699
123140	0.000000	0.000000
123161	0.000000	0.645395
123183	0.000000	0.000000
123263	2.000000	0.806127
123284	0.000000	0.501117
123387	2.000000	1.282267
123408	0.000000	0.489991
123429	0.000000	0.000000
123478	1.000000	1.364101
123500	0.000000	-0.034369
123521	0.000000	0.739131
123543	0.000000	0.290216
123592	1.000000	0.767026
123614	0.000000	0.000000
123635	0.000000	0.550868
123656	0.000000	0.023433
123706	1.000000	0.671609
123729	0.000000	0.004231
123843	2.000000	0.500737
123864	0.000000	0.000000
123885	0.000000	0.000000
124046	3.000000	0.266915
124067	0.000000	-0.199762
124092	0.000000	0.592910
124113	0.000000	0.135371
124134	0.000000	0.591156
124155	0.000000	0.088876
124176	0.000000	0.000000
124197	0.000000	-0.013374
124219	0.000000	2.320285
124247	0.000000	0.242193
124268	0.000000	0.147437
124289	0.000000	-0.432099
124316	0.000000	0.117774
124365	1.000000	1.458979
124387	0.000000	0.448309
124409	0.000000	1.256150
124431	0.000000	1.671548
124452	0.000000	0.000000
124476	0.000000	0.000000
124497	0.000000	0.619970
124519	0.000000	1.814641
124541	0.000000	0.000000
124563	0.000000	0.068503
124586	0.000000	0.698908
124608	0.000000	0.000000
124630	0.000000	-0.006543
124652	0.000000	0.345801
124673	0.000000	-0.081989
124694	0.000000	0.107561
124716	0.000000	0.458971
124737	0.000000	0.639494
124758	0.000000	0.000000
124782	0.000000	0.362376
124803	0.000000	0.099054
124824	0.000000	0.384462
124874	1.000000	1.741763
124895	0.000000	0.000000
124920	0.000000	0.089170
124942	0.000000	0.501070
124964	0.000000	-0.025610
124987	0.000000	0.598495
125036	1.000000	1.301828
125104	1.000000	0.252186
125126	0.000000	0.150532
125149	0.000000	0.333623
125173	0.000000	0.296385
125195	0.000000	0.539331
125217	0.000000	0.624053
125240	0.000000	0.808437
125290	1.000000	1.419886
125312	0.000000	0.755737
125381	1.000000	0.634508
125402	0.000000	0.004391
125424	0.000000	0.000000
125445	0.000000	0.000000
125512	1.000000	0.733046
125534	0.000000	0.082736
125557	0.000000	0.690147
125579	0.000000	0.693648
125601	0.000000	0.204466
125623	0.000000	0.181906
125645	0.000000	1.145460
125667	0.000000	0.598709
125749	2.000000	1.454960
125773	0.000000	0.000000
125794	0.000000	0.000000
125865	1.000000	0.594553
125887	0.000000	0.167097
125908	0.000000	0.114126
125977	1.000000	0.426681
125999	0.000000	0.113118
126020	0.000000	0.000000
126042	0.000000	0.139834
126063	0.000000	0.913393
126084	0.000000	2.416470
126105	0.000000	0.648349
126127	0.000000	0.000000
126153	0.000000	0.280444
126174	0.000000	0.000000
126224	1.000000	1.307339
126246	0.000000	0.000000
126267	0.000000	0.000000
126316	1.000000	0.937782
126339	0.000000	0.639545
126360	0.000000	0.682771
126383	0.000000	1.130414
126405	0.000000	0.801399
126426	0.000000	-0.124497
126447	0.000000	0.000000
126468	0.000000	0.759285
126489	0.000000	1.360599
126510	0.000000	0.784053
126534	0.000000	0.174843
126557	0.000000	0.290697
126579	0.000000	0.637754
126600	0.000000	0.000000
126621	0.000000	0.000000
126643	0.000000	0.443757
126665	0.000000	0.957023
126686	0.000000	0.405808
126709	0.000000	0.091732
126730	0.000000	0.448403
126751	0.000000	0.000000
126775	0.000000	0.878928
126798	0.000000	-0.185840
126821	0.000000	0.000000
126891	1.000000	0.013138
126942	1.000000	1.359519
126963	0.000000	1.425647
126985	0.000000	0.810731
127057	1.000000	1.323311
127079	0.000000	0.000000
127100	0.000000	0.000000
127122	0.000000	0.735884
127197	1.000000	0.858799
127220	0.000000	0.490564
127241	0.000000	0.000000
127265	0.000000	0.723084
127288	0.000000	0.792389
127310	0.000000	0.274894
127331	0.000000	0.375019
127352	0.000000	0.000000
127378	0.000000	0.817355
127399	0.000000	0.846770
127421	0.000000	0.000000
127442	0.000000	0.562521
127493	1.000000	-0.643420
127514	0.000000	0.486799
127535	0.000000	0.814046
127559	0.000000	-0.543173
127580	0.000000	0.009706
127601	0.000000	0.000000
127622	0.000000	0.887052
127646	0.000000	1.413785
127670	0.000000	0.445207
127691	0.000000	1.676593
127712	0.000000	0.093377
127733	0.000000	-0.628035
127754	0.000000	0.590715
127776	0.000000	0.000000
127799	0.000000	0.288103
127821	0.000000	-0.344666
127842	0.000000	1.151005
127865	0.000000	0.086653
127887	0.000000	0.000000
127912	0.000000	0.000000
127936	0.000000	0.191687
127958	0.000000	0.930497
127979	0.000000	0.348492
128000	0.000000	0.806241
128023	0.000000	0.000000
128045	0.000000	0.792858
128066	0.000000	0.467220
128089	0.000000	0.022569
128138	1.000000	0.853259
128161	0.000000	0.299357
128185	0.000000	0.000000
128253	1.000000	0.075693
128277	0.000000	-0.074498
128300	0.000000	0.102049
128321	0.000000	-0.148784
128370	1.000000	0.755559
128419	1.000000	0.281984
128440	0.000000	0.208882
128462	0.000000	0.000000
128529	1.000000	0.249159
128552	0.000000	0.835460
128575	0.000000	0.000000
128596	0.000000	0.195000
128645	1.000000	1.156684
128666	0.000000	0.000000
128687	0.000000	0.300951
128708	0.000000	0.752997
128733	0.000000	0.960732
128782	1.000000	0.634639
128808	0.000000	0.000000
128829	0.000000	0.000000
128853	0.000000	0.073710
128874	0.000000	0.648279
128897	0.000000	0.267344
128918	0.000000	0.335319
128939	0.000000	0.439990
128969	0.000000	1.138375
128991	0.000000	0.787723
129016	0.000000	0.000000
129037	0.000000	0.000000
129059	0.000000	0.224397
129080	0.000000	0.000000
129101	0.000000	1.330833
129124	0.000000	0.000000
129145	0.000000	-0.417334
129172	0.000000	0.000000
129221	1.000000	1.327948
129246	0.000000	0.479688
129269	0.000000	0.027866
129391	2.000000	0.154959
129445	1.000000	0.911893
129466	0.000000	0.070049
129487	0.000000	0.365341
129508	0.000000	0.614483
129531	0.000000	-0.022290
129560	0.000000	-0.446648
129583	0.000000	-1.721194
129604	0.000000	1.165813
129625	0.000000	0.000000
129647	0.000000	0.519067
129669	0.000000	0.000000
129737	1.000000	0.593541
129760	0.000000	0.575765
129781	0.000000	0.245223
129852	1.000000	0.355376
129875	0.000000	0.637760
129943	1.000000	0.471885
129964	0.000000	0.000000
129985	0.000000	0.745714
130006	0.000000	1.140386
130028	0.000000	0.223504
130049	0.000000	0.000000
130072	0.000000	1.223721
130094	0.000000	0.000000
130115	0.000000	0.585163
130137	0.000000	0.000000
130158	0.000000	0.536671
130179	0.000000	0.263560
130200	0.000000	0.629056
130249	1.000000	0.656705
130298	1.000000	1.007425
130368	1.000000	-0.057497
130389	0.000000	0.621019
130411	0.000000	0.370452
130432	0.000000	1.392466
130453	0.000000	0.000000
130509	1.000000	0.498031
130530	0.000000	0.000000
130554	0.000000	0.976035
130575	0.000000	0.281006
130646	1.000000	0.594339
130667	0.000000	0.386183
130690	0.000000	0.780723
130711	0.000000	-0.284567
130732	0.000000	1.138999
130754	0.000000	0.297702
130775	0.000000	0.645237
130843	1.000000	0.235483
130864	0.000000	0.000000
130887	0.000000	0.874380
130936	1.000000	0.678134
130957	0.000000	0.222682
130981	0.000000	1.020946
131003	0.000000	0.617668
131024	0.000000	0.000000
131095	1.000000	0.723493
131116	0.000000	0.820480
131139	0.000000	1.159310
131161	0.000000	0.265839
131183	0.000000	0.727842
131233	1.000000	1.046511
131254	0.000000	-0.345525
131277	0.000000	0.000000
131299	0.000000	0.204480
131322	0.000000	0.703370
131344	0.000000	0.718063
131369	0.000000	0.882152
131392	0.000000	0.111384
131416	0.000000	1.096392
131437	0.000000	0.404463
131458	0.000000	0.113999
131528	1.000000	0.344110
131549	0.000000	-0.174372
131573	0.000000	0.194791
131622	1.000000	0.557743
131671	1.000000	0.855167
131693	0.000000	0.724012
131715	0.000000	1.336673
131737	0.000000	0.459104
131758	0.000000	0.534614
131780	0.000000	0.426398
131802	0.000000	1.291348
131882	2.000000	1.322390
131904	0.000000	0.452618
131925	0.000000	0.225334
131948	0.000000	0.373668
131971	0.000000	1.208583
132052	2.000000	1.180971
132073	0.000000	0.292878
132094	0.000000	0.324894
132116	0.000000	0.195547
132137	0.000000	0.000000
132159	0.000000	0.321327
132275	2.000000	0.751127
132297	0.000000	-0.074788
132364	1.000000	0.185273
132462	2.000000	0.705786
132483	0.000000	0.373174
132504	0.000000	-0.728813
132527	0.000000	0.000000
132548	0.000000	0.000000
132571	0.000000	0.000000
132592	0.000000	0.311752
132613	0.000000	0.000000
132634	0.000000	0.034501
132656	0.000000	0.000000
132679	0.000000	0.599307
132705	0.000000	0.000000
132852	3.000000	0.729552
132874	0.000000	-0.345730
132895	0.000000	0.564581
132916	0.000000	0.050714
132937	0.000000	0.000000
133004	1.000000	0.187030
133025	0.000000	0.242031
133046	0.000000	0.378151
133067	0.000000	0.140422
133134	1.000000	0.210443
133183	1.000000	0.950274
133205	0.000000	0.628621
133229	0.000000	0.284855
133250	0.000000	0.000000
133275	0.000000	0.852058
133296	0.000000	0.230748
133317	0.000000	0.462624
133339	0.000000	0.174055
133362	0.000000	-0.025528
133386	0.000000	0.537282
133408	0.000000	0.000000
133429	0.000000	0.703157
133453	0.000000	-1.270118
133475	0.000000	0.805159
133497	0.000000	0.000000
133519	0.000000	0.000000
133589	1.000000	0.344316
133610	0.000000	1.517916
133659	1.000000	1.149900
133680	0.000000	0.757745
133702	0.000000	0.287847
133723	0.000000	0.531413
133744	0.000000	0.450964
133765	0.000000	0.470408
133786	0.000000	0.121498
133808	0.000000	0.428033
133831	0.000000	0.034383
133852	0.000000	0.261972
133875	0.000000	0.428800
133897	0.000000	0.604795
133920	0.000000	-0.036129
133941	0.000000	0.790761
133962	0.000000	0.000000
133984	0.000000	0.013764
134005	0.000000	0.359361
134026	0.000000	0.746565
134047	0.000000	0.000000
134069	0.000000	0.000000
134092	0.000000	0.701763
134114	0.000000	0.430612
134135	0.000000	0.202416
134157	0.000000	1.517185
134179	0.000000	0.188698
134201	0.000000	0.478047
134224	0.000000	0.381745
134246	0.000000	0.902907
134267	0.000000	0.000000
134289	0.000000	0.169784
134313	0.000000	-0.237368
134334	0.000000	0.380589
134355	0.000000	0.615125
134377	0.000000	0.074946
134400	0.000000	0.725760
134421	0.000000	0.000000
134442	0.000000	0.000000
134465	0.000000	0.634018
134486	0.000000	1.816249
134540	1.000000	0.870286
134564	0.000000	0.181974
134587	0.000000	0.000000
134609	0.000000	0.000000
134636	0.000000	0.425947
134657	0.000000	0.000000
134681	0.000000	-0.145662
134703	0.000000	0.185669
134724	0.000000	0.745631
134745	0.000000	0.012940
134766	0.000000	0.545418
134787	0.000000	0.611879
134808	0.000000	0.299527
134829	0.000000	0.352583
134853	0.000000	0.456537
134876	0.000000	0.000000
134898	0.000000	0.121558
134919	0.000000	0.305643
134940	0.000000	0.238373
134962	0.000000	0.940743
135013	1.000000	2.114821
135083	1.000000	0.437490
135106	0.000000	1.375261
135127	0.000000	0.726690
135149	0.000000	0.769122
135171	0.000000	0.575730
135194	0.000000	0.505902
135243	1.000000	0.822838
135265	0.000000	0.391779
135286	0.000000	0.000000
135307	0.000000	0.235611
135330	0.000000	0.073554
135351	0.000000	0.151001
135401	1.000000	2.030778
135423	0.000000	0.233286
135444	0.000000	0.000000
135465	0.000000	1.024437
135486	0.000000	0.416809
135509	0.000000	0.732953
135540	0.000000	-0.387696
135638	2.000000	0.577664
135659	0.000000	0.270710
135680	0.000000	0.715796
135704	0.000000	0.713269
135727	0.000000	0.344761
135750	0.000000	1.453404
135774	0.000000	0.053412
135796	0.000000	0.234968
135817	0.000000	0.418816
135916	2.000000	1.038360
135937	0.000000	0.620663
135959	0.000000	0.271124
135982	0.000000	0.669077
136003	0.000000	0.297169
136024	0.000000	0.367898
136045	0.000000	0.199291
136071	0.000000	0.000000
136092	0.000000	0.000000
136113	0.000000	0.401278
136134	0.000000	-0.832302
136155	0.000000	0.000000
136176	0.000000	1.105011
136198	0.000000	-0.038958
136247	1.000000	1.206865
136268	0.000000	0.000000
136319	1.000000	2.187555
136340	0.000000	0.000000
136362	0.000000	0.000000
136386	0.000000	0.871741
136407	0.000000	0.252793
136429	0.000000	0.379296
136451	0.000000	0.000000
